0, 0, 1, 5, 0,
0, 1, 2, 5, 0,
0, 2, 2, 5, 0,
0, 3, 2, 6, 0,
0, 4, 3, 6, 0,
0, 5, 4, 6, 0,
0, 6, 5, 6, 0,
0, 7, 5, 5, 0,
0, 8, 5, 4, 0,
0, 9, 5, 4, 0,
0, 10, 6, 4, 0,
1, 0, 4, 9, 0,
1, 1, 5, 9, 0,
1, 2, 5, 8, 0,
1, 3, 5, 8, 0,
1, 4, 5, 7, 0,
1, 5, 5, 6, 0,
1, 6, 5, 5, 0,
1, 7, 5, 4, 0,
1, 8, 5, 3, 0,
1, 9, 5, 2, 0,
1, 10, 5, 2, 0,
1, 11, 4, 2, 0,
2, 0, 9, 2, 0,
2, 1, 9, 3, 0,
2, 2, 9, 4, 0,
2, 3, 9, 4, 0,
2, 4, 9, 5, 0,
2, 5, 8, 5, 0,
2, 6, 8, 4, 0,
2, 7, 7, 4, 0,
2, 8, 6, 4, 0,
2, 9, 5, 4, 0,
2, 10, 4, 4, 0,
2, 11, 3, 4, 0,
2, 12, 2, 4, 0,
2, 13, 2, 4, 0,
2, 14, 2, 3, 0,
3, 0, 1, 11, 0,
3, 1, 1, 10, 0,
3, 2, 2, 10, 0,
3, 3, 3, 10, 0,
3, 4, 3, 10, 0,
3, 5, 3, 9, 0,
3, 6, 4, 9, 0,
3, 7, 5, 9, 0,
3, 8, 6, 9, 0,
3, 9, 6, 8, 0,
3, 10 ,6, 7, 0,
3, 11, 6, 6, 0,
3, 12, 6, 5, 0,
3, 13, 6, 4, 0,
3, 14, 6, 3, 0,
3, 15, 6, 2, 0,
3, 16, 6, 1, 0,
3, 17, 6, 0, 0,
3, 18, 7, 0, 0,
3, 19, 8, 0, 0,
3, 20, 9, 0, 0,
3, 21, 10, 0, 0,
3, 22, 11, 0, 0,
3, 23, 11, 0, 0,
3, 24, 12, 0, 0,
